ID,DESCRIPTION,DESCRIPTION,Energy (kcal),F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks),Protein (g),"Fiber, total dietary (g)","Vitamin A, RAE (mcg_RAE)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),"Iron
(mg)",Magnesium (mg),Potassium (mg),"Fatty acids, total saturated (g)",Sodium (mg),Added Sugar (g)
75217020,"Eggplant, cooked, fat added","Eggplant, cooked, fat added",50,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.96,0.0,0.0,1.03,3.1,13,1.9,0.63,10,0.24,15,239,0.811,133,0.0
75217301,"Flowers or blossoms of sesbania, squash, or lily, cooked","Flowers or blossoms of sesbania, squash, or lily, cooked",37,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,1.06,0.9,95,4.8,0.33,36,0.86,24,103,0.761,128,0.0
75217400,"Garlic, cooked","Garlic, cooked",148,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,2.1,0,24.8,0.08,180,1.69,25,399,0.088,248,0.0
75217520,"Hominy, cooked","Hominy, cooked",88,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.66,0.0,0.0,1.45,2.4,20,0.3,0.28,11,0.6,16,9,1.102,503,0.0
75218011,"Kohlrabi, cooked","Kohlrabi, cooked",51,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.93,0.0,0.0,1.72,3.6,13,53.1,0.79,25,0.41,19,353,0.764,147,0.0
75218400,"Leek, cooked","Leek, cooked",88,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.97,0.0,0.0,1.57,1.9,94,10.6,1.27,62,2.19,29,188,0.817,152,0.0
75218501,"Lotus root, cooked","Lotus root, cooked",86,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,1.54,3.0,11,26.5,0.3,26,0.87,21,352,0.741,166,0.0
75219011,"Mushrooms, fresh, cooked, no added fat","Mushrooms, fresh, cooked, no added fat",27,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,1.2,0,2.2,0.01,4,0.62,11,396,0.062,151,0.0
75219020,"Mushrooms, NS as to form, cooked","Mushrooms, NS as to form, cooked",55,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.2,13,2.2,0.38,4,0.61,11,385,0.962,159,0.0
75219021,"Mushrooms, fresh, cooked, fat added, NS as to fat type","Mushrooms, fresh, cooked, fat added, NS as to fat type",55,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,1.12,0.0,0.0,3.75,1.2,13,2.2,0.38,4,0.61,11,385,0.962,159,0.0
75219023,"Mushrooms, canned, cooked","Mushrooms, canned, cooked",47,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.85,0.0,0.0,1.82,2.3,11,0.0,0.31,11,0.77,15,126,0.76,422,0.0
75219033,"Mushrooms, fresh, cooked with oil","Mushrooms, fresh, cooked with oil",59,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,3.74,1.2,0,2.2,0.44,4,0.61,11,385,0.557,147,0.0
75219034,"Mushrooms, fresh, cooked with butter or margarine","Mushrooms, fresh, cooked with butter or margarine",51,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,2.23,0.0,0.0,3.76,1.2,27,2.2,0.32,5,0.61,11,386,1.366,171,0.0
75219100,"Mushroom, Asian, cooked, from dried","Mushroom, Asian, cooked, from dried",56,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.1,0,0.3,0.0,3,0.44,14,117,0.05,120,0.0
75220011,"Okra, fresh, cooked, no added fat","Okra, fresh, cooked, no added fat",35,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,3.4,37,21.0,0.29,88,0.66,61,321,0.028,132,0.0
75220012,"Okra, frozen, cooked, no added fat","Okra, frozen, cooked, no added fat",29,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.1,15,9.6,0.32,74,0.52,40,183,0.063,119,0.0
75220020,"Okra, NS as to form, cooked","Okra, NS as to form, cooked",59,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.3,47,20.4,0.6,86,0.65,59,312,0.802,139,0.0
75220021,"Okra, fresh, cooked, fat added","Okra, fresh, cooked, fat added",59,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.96,0.0,0.0,2.02,3.3,47,20.4,0.6,86,0.65,59,312,0.802,139,0.0
75220022,"Okra, frozen, cooked, fat added","Okra, frozen, cooked, fat added",51,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,1.59,2.0,25,9.3,0.6,72,0.51,39,178,0.782,125,0.0
75220051,"Lettuce, cooked","Lettuce, cooked",43,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.06,0.0,0.0,1.3,1.4,226,4.8,0.57,31,0.73,11,191,0.87,165,0.0
75220101,"Luffa, cooked","Luffa, cooked",59,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.96,0.0,0.0,2.02,3.3,47,20.4,0.6,86,0.65,59,312,0.802,139,0.0
75221011,"Onions, cooked, no added fat","Onions, cooked, no added fat",47,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.0,0,7.4,0.02,27,0.25,12,171,0.049,141,0.0
75221021,"Onions, cooked, fat added","Onions, cooked, fat added",72,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.05,0.0,0.0,1.26,1.9,13,7.2,0.37,27,0.24,11,167,0.896,148,0.0
75221030,"Onions, pearl, cooked","Onions, pearl, cooked",50,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,0.7,1.4,11,4.9,0.3,27,0.33,8,98,0.73,130,0.0
75221061,"Onions, green, cooked","Onions, green, cooked",63,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,1.09,0.0,0.0,2.09,3.0,67,18.2,0.97,83,1.69,23,315,0.885,162,0.0
75221160,"Palm hearts, cooked","Palm hearts, cooked",134,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,2.62,1.5,13,6.6,0.78,18,1.64,10,1749,0.765,136,0.0
75222020,"Parsnips, cooked","Parsnips, cooked",91,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,1.29,3.5,11,12.6,1.26,36,0.56,28,356,0.769,132,0.0
75223022,"Blackeyed peas, from frozen","Blackeyed peas, from frozen",150,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.89,0.0,0.0,8.23,6.2,15,2.5,0.59,23,2.06,48,363,0.89,127,0.0
75223023,"Blackeyed peas, from canned","Blackeyed peas, from canned",150,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.88,0.0,0.0,8.19,6.2,15,2.5,0.58,23,2.04,48,362,0.886,313,0.0
75224000,"Green peas, cooked, from restaurant","Green peas, cooked, from restaurant",118,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,1.51,0.0,0.0,5.37,5.6,54,33.6,0.63,25,1.46,33,242,1.296,212,0.0
75224021,"Green peas, fresh, cooked, no added fat","Green peas, fresh, cooked, no added fat",84,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,5.9,37,35.3,0.14,26,1.53,34,253,0.074,126,0.0
75224022,"Green peas, frozen, cooked, no added fat","Green peas, frozen, cooked, no added fat",78,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,4.5,105,9.9,0.03,24,1.52,22,110,0.049,188,0.0
75224023,"Green peas, canned, cooked, no added fat","Green peas, canned, cooked, no added fat",68,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,4.9,43,3.8,0.38,23,1.18,18,106,0.143,273,0.0
75224030,"Green peas, NS as to form, cooked","Green peas, NS as to form, cooked",98,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,4.4,112,9.6,0.32,24,1.47,21,107,0.768,192,0.0
75224031,"Green peas, fresh, cooked, fat added, NS as to fat type","Green peas, fresh, cooked, fat added, NS as to fat type",105,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.93,0.0,0.0,5.47,5.7,48,34.3,0.44,26,1.48,33,246,0.823,132,0.0
75224032,"Green peas, frozen, cooked, fat added, NS as to fat type","Green peas, frozen, cooked, fat added, NS as to fat type",98,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,4.99,4.4,112,9.6,0.32,24,1.47,21,107,0.768,192,0.0
75224033,"Green peas, canned, cooked, fat added, NS as to fat type","Green peas, canned, cooked, fat added, NS as to fat type",89,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.89,0.0,0.0,4.35,4.8,52,3.7,0.66,23,1.15,18,103,0.862,275,0.0
75224043,"Green peas, fresh, cooked with oil","Green peas, fresh, cooked with oil",108,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,5.46,5.7,36,34.3,0.49,25,1.49,33,246,0.485,122,0.0
75224044,"Green peas, fresh, cooked with butter or margarine","Green peas, fresh, cooked with butter or margarine",102,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.85,0.0,0.0,5.48,5.7,59,34.3,0.39,26,1.48,33,247,1.16,142,0.0
75224046,"Green peas, frozen, cooked with oil","Green peas, frozen, cooked with oil",101,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,4.99,4.4,102,9.6,0.37,23,1.48,21,106,0.445,182,0.0
75224047,"Green peas, frozen, cooked with butter or margarine","Green peas, frozen, cooked with butter or margarine",95,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.78,0.0,0.0,5.0,4.4,123,9.6,0.28,24,1.47,21,107,1.092,201,0.0
75224049,"Green peas, canned, cooked with oil","Green peas, canned, cooked with oil",92,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,4.34,4.8,42,3.7,0.71,22,1.15,17,103,0.537,265,0.0
75224050,"Green peas, canned, cooked with butter or margarine","Green peas, canned, cooked with butter or margarine",85,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.78,0.0,0.0,4.36,4.8,63,3.7,0.62,23,1.15,18,104,1.186,284,0.0
75224120,"Green peas, canned, reduced sodium, cooked, no added fat","Green peas, canned, reduced sodium, cooked, no added fat",66,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,4.1,90,11.0,0.02,22,1.27,21,125,0.068,11,0.0
75224130,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type","Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",92,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.97,0.0,0.0,3.88,4.0,101,10.7,0.4,22,1.24,21,122,0.969,23,0.0
75224131,"Green peas, canned, reduced sodium, cooked with oil","Green peas, canned, reduced sodium, cooked with oil",97,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,3.87,4.0,87,10.7,0.45,22,1.24,21,121,0.563,11,0.0
75224132,"Green peas, canned, reduced sodium, cooked with butter or margarine","Green peas, canned, reduced sodium, cooked with butter or margarine",88,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.88,0.0,0.0,3.89,4.0,114,10.7,0.34,23,1.24,21,122,1.375,35,0.0
75226020,"Peppers, green, cooked","Peppers, green, cooked",44,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.93,0.0,0.0,0.88,1.7,28,68.9,0.68,11,0.35,10,177,0.809,130,0.0
75226060,"Peppers, red, cooked","Peppers, red, cooked",50,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.93,0.0,0.0,1.01,2.1,162,109.5,1.9,8,0.44,12,213,0.81,131,0.0
75226111,"Hot peppers, cooked","Hot peppers, cooked",58,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.94,0.0,0.0,1.41,2.2,60,112.4,2.46,14,0.65,19,288,0.818,133,0.0
75226700,Pimiento,Pimiento,28,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,2.3,163,103.9,0.84,7,2.06,7,193,0.055,17,0.0
75227110,"Daikon radish, cooked","Daikon radish, cooked",38,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,0.67,1.5,11,12.2,0.3,25,0.33,10,226,0.752,160,0.0
75228020,"Rutabaga, cooked","Rutabaga, cooked",63,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.96,0.0,0.0,1.13,2.4,12,22.1,0.63,45,0.46,21,318,0.803,144,0.0
75229011,"Salsify, cooked","Salsify, cooked",88,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.89,0.0,0.0,2.65,3.0,11,4.5,0.48,46,0.54,17,274,0.761,138,0.0
75230000,Sauerkraut,Sauerkraut,39,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.96,0.0,0.0,0.9,2.8,24,12.8,0.41,30,1.42,13,165,1.177,661,0.0
75231011,"Snowpea, fresh, cooked, no added fat","Snowpea, fresh, cooked, no added fat",44,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,2.7,53,53.0,0.4,45,2.16,25,208,0.041,125,0.0
75231012,"Snowpea, frozen, cooked, no added fat","Snowpea, frozen, cooked, no added fat",52,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,3.1,66,21.9,0.47,59,2.39,28,216,0.073,121,0.0
75231020,"Snowpea, NS as to form, cooked","Snowpea, NS as to form, cooked",66,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,2.6,63,51.4,0.7,44,2.1,24,202,0.79,131,0.0
75231021,"Snowpea, fresh, cooked, fat added","Snowpea, fresh, cooked, fat added",66,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.93,0.0,0.0,2.83,2.6,63,51.4,0.7,44,2.1,24,202,0.79,131,0.0
